text,sentiment,urgency,categories_vector,categories_str
I returned the phone two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
My order was suddenly cancelled without any notification.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
The tablet crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
Can I change the shipping address after the order is placed?,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The support article didn't quite answer my specific question.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"The refund was processed very quickly, thank you.",positive,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"The smartwatch was fine for a month, then started leaking a brown liquid from the bottom.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The color of the monitor doesn't match the picture online.,negative,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
How long does the battery last on the laptop?!,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I returned the laptop two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
How do I reset the blender to factory settings?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
The support article didn't quite answer my specific question.!!,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
There's a scratch on the side of the smartwatch I just received.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I'm so thrilled that my overnight delivery managed to arrive only two weeks late.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
How do I change my account email address?,neutral,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
My package is two weeks late and every time I contact support they give me a different story.,negative,high,"[0, 1, 0, 1, 0, 0, 0, 0, 0]","shipping,customer_service"
Account recovery was super smooth. Thanks!,positive,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
Really impressive how your agent confidently gave me completely wrong information.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
The new firmware update fixed all my issues. Great work!,positive,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
My refund request was denied without any explanation. This is unacceptable.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
I canceled my subscription months ago and you just billed me $100. Refund immediately!,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Absolutely loved spending my entire lunch break listening to your hold music before the call disconnected.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"Decent performance, but the tablet gets so hot it is uncomfortable to hold.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"I love the camera quality, but the battery on this tablet is swelling and smells like chemicals.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
Can I get a refund to store credit instead of my original payment method?,negative,medium,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
How can I track my order?,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
My laptop tracking hasn't updated in a week and the order still shows as processing.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 1]","shipping,order_status"
account recovery was super smooth. thanks!,positive,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
Is it possible to merge two accounts?,neutral,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
Can I change the shipping address after the order is placed?,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
how do i change my account email address?,neutral,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
My bill is higher than expected. Can someone explain these extra fees?,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"Wow, a $50 late fee because your website crashed. How convenient for you.",negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I'm so thrilled that my overnight delivery managed to arrive only two weeks late.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
i returned the mouse two weeks ago and still haven't received a refund.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
The software update bricked my device completely.,negative,high,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
There's a chemical smell coming from the tablet when it charges.!!,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
Is it possible to merge two accounts?,neutral,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
I just love getting billed twice for the same order. Such a generous company.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
What are your support hours?,neutral,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"Wow, a $50 late fee because your website crashed. How convenient for you.",negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I can't remember my username. How do I recover it?,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"The phone was fine for a month, then started leaking a brown liquid from the bottom.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
My order arrived exactly as described and right on time. Great experience!!!,positive,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
Thank you so much for the surprise hidden fees. Made my day.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
The password reset link you sent me has expired.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
Do you ship internationally?,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
"The blender works like a beast, although the sparks coming out of the motor were a pretty exciting bonus feature.",negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
My laptop was supposed to be here for a birthday tomorrow and it's delayed! I'm furious.,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
"The refund was processed very quickly, thank you.",positive,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Is there a compatibility guide for your software?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
"I really liked the design, until it overheated and scorched my desk.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The battery on my smartwatch is visibly swelling. What should I do?,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
I opened the box and the screen on the tablet is completely shattered.,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
My order status has shown 'Processing' for 5 days. What is happening?,negative,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
The software update bricked my device completely.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Really impressive how your agent confidently gave me completely wrong information.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Is there a live chat option available?,neutral,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
"The phone works fine mostly, except it literally sparked and caught fire when I plugged it in.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The laptop started smoking while charging. I'm scared to use it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
"The charger mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
The smartwatch started smoking while charging. I'm scared to use it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
"Great sound quality, but the casing on the keyboard melted while charging.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
How do I update my credit card information?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
someone seems to have hacked my account. please lock it immediately.!!,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
my bill is higher than expected. can someone explain these extra fees?,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Bluetooth on the smartwatch stopped pairing after the last update.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
You charged me twice for my phone and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
I can't access my account and I need to cancel an order urgently.,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
I'm so thrilled that my overnight delivery managed to arrive only two weeks late.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
My laptop arrived two days early! Great job.,positive,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Unacceptable. My account is overdrawn because of an unauthorized charge from your company.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
The password reset link you sent me has expired.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
My package is two weeks late and every time I contact support they give me a different story.,negative,high,"[0, 1, 0, 1, 0, 0, 0, 0, 0]","shipping,customer_service"
The support article didn't quite answer my specific question.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
You charged me twice for my blender and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
"The headphones mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
How long does the refund process normally take?,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
How do I change my account email address?,neutral,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
Is there a compatibility guide for your software?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
The color of the mouse doesn't match the picture online.,negative,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"The smartwatch was fine for a month, then started leaking a brown liquid from the bottom.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
my monitor arrived two days early! great job.,positive,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
I can't remember my username. How do I recover it?,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"It's a beautiful mouse, but the glass shattered randomly and cut my hand.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The agent who helped me was fantastic and resolved my issue immediately.,positive,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
I haven't received my refund for the returned monitor yet. It's been weeks.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
how do i reset the laptop to factory settings?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Can I get a refund to store credit instead of my original payment method?,negative,medium,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
Where can I download the latest driver for my device?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
You charged me twice for my tablet and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
I can't remember my username. How do I recover it?,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"It's a beautiful smartwatch, but the glass shattered randomly and cut my hand.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
is there a compatibility guide for your software?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Could someone help me understand my latest invoice?,negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Can I get a refund to store credit instead of my original payment method?,negative,medium,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
I heard a popping sound from the headphones and now it leaks a liquid.!!,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
My order was suddenly cancelled without any notification.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
"Great sound quality, but the casing on the smartwatch melted while charging.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
Is there a compatibility guide for your software?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
I've emailed you five times this week with no response.!,negative,high,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
my smartwatch overheated and got so hot it burned my hand.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
It's slightly heavier than I expected.,negative,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
How long does the refund process normally take?,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
I'm so thrilled that my overnight delivery managed to arrive only two weeks late.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
My phone keeps crashing every time I open the app.,negative,high,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Best keyboard I have ever owned.,positive,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I've been locked out of my account for 3 days. I have orders pending!,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"Great sound quality, but the casing on the laptop melted while charging.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
My order was suddenly cancelled without any notification.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
my order status has shown 'processing' for 5 days. what is happening?,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
I absolutely love my new mouse! It works perfectly.,positive,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
The phone started smoking while charging. I'm scared to use it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
The keyboard won't turn on after the latest firmware update.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
The billing statement format is confusing.,negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
